building_name,building_address,building_description,building_units_available,apt_type,apt_rent,apt_footage,rooms,latitude,longitude,distance_wh,distance_cap,zscore_price
Resa,"22 M Street Northeast, Washington, DC","At RESA, living centers around the Swedish concept of lagom: creating a life that is just right. A glass of wine with friends, cooking with loved ones, reading by the fire, or lounging on the terrace watching the sunset.",96,Studio,1608,469,1,38.90580720000001,-77.0080712,2524,1750,-0.5685232639307392
Resa,"22 M Street Northeast, Washington, DC","At RESA, living centers around the Swedish concept of lagom: creating a life that is just right. A glass of wine with friends, cooking with loved ones, reading by the fire, or lounging on the terrace watching the sunset.",96,1 Bedroom,1949,697,2,38.90580720000001,-77.0080712,2524,1750,-0.34441850346881003
Resa,"22 M Street Northeast, Washington, DC","At RESA, living centers around the Swedish concept of lagom: creating a life that is just right. A glass of wine with friends, cooking with loved ones, reading by the fire, or lounging on the terrace watching the sunset.",96,2 Bedrooms,3287,1076,3,38.90580720000001,-77.0080712,2524,1750,0.5349133718920732
The Batley,"1270 4th Street Northeast, Washington, DC","Located in the heart of Union Market, The Batley is revolutionizing modern city living. Step into a studio, one, or two-bedroom apartment perfect for those who enjoy their living quarters with a bit more flair.",110,Studio,1730,476,1,38.9088436,-76.99967679999997,3324,2224,-0.48834502118482903
The Batley,"1270 4th Street Northeast, Washington, DC","Located in the heart of Union Market, The Batley is revolutionizing modern city living. Step into a studio, one, or two-bedroom apartment perfect for those who enjoy their living quarters with a bit more flair.",110,1 Bedroom,1970,655,2,38.9088436,-76.99967679999997,3324,2224,-0.330617330537137
The Batley,"1270 4th Street Northeast, Washington, DC","Located in the heart of Union Market, The Batley is revolutionizing modern city living. Step into a studio, one, or two-bedroom apartment perfect for those who enjoy their living quarters with a bit more flair.",110,2 Bedrooms,2799,1036,3,38.9088436,-76.99967679999997,3324,2224,0.21420040090843268
The Batley,"1270 4th Street Northeast, Washington, DC","Located in the heart of Union Market, The Batley is revolutionizing modern city living. Step into a studio, one, or two-bedroom apartment perfect for those who enjoy their living quarters with a bit more flair.",108,Studio,1730,476,1,38.9088436,-76.99967679999997,3324,2224,-0.48834502118482903
The Batley,"1270 4th Street Northeast, Washington, DC","Located in the heart of Union Market, The Batley is revolutionizing modern city living. Step into a studio, one, or two-bedroom apartment perfect for those who enjoy their living quarters with a bit more flair.",108,1 Bedroom,1970,655,2,38.9088436,-76.99967679999997,3324,2224,-0.330617330537137
The Batley,"1270 4th Street Northeast, Washington, DC","Located in the heart of Union Market, The Batley is revolutionizing modern city living. Step into a studio, one, or two-bedroom apartment perfect for those who enjoy their living quarters with a bit more flair.",108,2 Bedrooms,2799,1036,3,38.9088436,-76.99967679999997,3324,2224,0.21420040090843268
14W Apartments,"1315 W St NW, Washington, DC","Contemporary design with every convenience, featuring high-end finishes and European wide-plank flooring. Spacious layout with ample storage. On-site amenities include a rooftop terrace and yoga studio. Located in a vibrant new community.",27,Studio,1877,513,1,38.919433700000006,-77.03098879999997,2403,3799,-0.39173681066311766
14W Apartments,"1315 W St NW, Washington, DC","Contemporary design with every convenience, featuring high-end finishes and European wide-plank flooring. Spacious layout with ample storage. On-site amenities include a rooftop terrace and yoga studio. Located in a vibrant new community.",27,1 Bedroom,2111,756,2,38.919433700000006,-77.03098879999997,2403,3799,-0.2379523122816179
14W Apartments,"1315 W St NW, Washington, DC","Contemporary design with every convenience, featuring high-end finishes and European wide-plank flooring. Spacious layout with ample storage. On-site amenities include a rooftop terrace and yoga studio. Located in a vibrant new community.",27,2 Bedrooms,3450,1096,3,38.919433700000006,-77.03098879999997,2403,3799,0.6420367617902974
The Channel,"950 Maine Ave SW, Washington, DC","Enjoy waterfront urban living in the shadow of the federal buildings. Easy access to I-395 and Waterfront Metro station. Brand new apartments with walk-in closets and in-unit laundry. Coffee bar, yoga and bocce court.",38,Studio,1676,337,1,38.880499,-77.0254582,2133,1810,-0.5238337515805598
The Channel,"950 Maine Ave SW, Washington, DC","Enjoy waterfront urban living in the shadow of the federal buildings. Easy access to I-395 and Waterfront Metro station. Brand new apartments with walk-in closets and in-unit laundry. Coffee bar, yoga and bocce court.",38,1 Bedroom,1980,732,2,38.880499,-77.0254582,2133,1810,-0.32404534342681646
The Channel,"950 Maine Ave SW, Washington, DC","Enjoy waterfront urban living in the shadow of the federal buildings. Easy access to I-395 and Waterfront Metro station. Brand new apartments with walk-in closets and in-unit laundry. Coffee bar, yoga and bocce court.",38,2 Bedrooms,3025,1036,3,38.880499,-77.0254582,2133,1810,0.36272730960167604
The Channel,"950 Maine Ave SW, Washington, DC","Enjoy waterfront urban living in the shadow of the federal buildings. Easy access to I-395 and Waterfront Metro station. Brand new apartments with walk-in closets and in-unit laundry. Coffee bar, yoga and bocce court.",38,Studio,1676,337,1,38.880499,-77.0254582,2133,1810,-0.5238337515805598
The Channel,"950 Maine Ave SW, Washington, DC","Enjoy waterfront urban living in the shadow of the federal buildings. Easy access to I-395 and Waterfront Metro station. Brand new apartments with walk-in closets and in-unit laundry. Coffee bar, yoga and bocce court.",38,1 Bedroom,1980,732,2,38.880499,-77.0254582,2133,1810,-0.32404534342681646
The Channel,"950 Maine Ave SW, Washington, DC","Enjoy waterfront urban living in the shadow of the federal buildings. Easy access to I-395 and Waterfront Metro station. Brand new apartments with walk-in closets and in-unit laundry. Coffee bar, yoga and bocce court.",38,2 Bedrooms,3025,1036,3,38.880499,-77.0254582,2133,1810,0.36272730960167604
Highbridge,"2512 Q St NW, Washington, DC",Quality comes without compromise at Highbridge. One step inside its light-flooded space and you'll notice no design detail has been overlooked.,13,Studio,1950,424,1,38.9102773,-77.05332779999998,2061,4487,-0.343761304757778
Highbridge,"2512 Q St NW, Washington, DC",Quality comes without compromise at Highbridge. One step inside its light-flooded space and you'll notice no design detail has been overlooked.,13,1 Bedroom,2215,560,2,38.9102773,-77.05332779999998,2061,4487,-0.16960364633428465
Highbridge,"2512 Q St NW, Washington, DC",Quality comes without compromise at Highbridge. One step inside its light-flooded space and you'll notice no design detail has been overlooked.,13,2 Bedrooms,3725,880,3,38.9102773,-77.05332779999998,2061,4487,0.8227664073241112
Valo,"222 M Street Southwest, Washington, DC","Our community is operating as normal. Contactless virtual tours are also available. Please call or stop by for a tour! Welcome to a corner of DC, where life is brilliant.",49,Studio,1850,454,1,38.87628,-77.0147471,3011,1620,-0.409481175860983
Valo,"222 M Street Southwest, Washington, DC","Our community is operating as normal. Contactless virtual tours are also available. Please call or stop by for a tour! Welcome to a corner of DC, where life is brilliant.",49,1 Bedroom,2015,728,2,38.87628,-77.0147471,3011,1620,-0.30104338854069473
Valo,"222 M Street Southwest, Washington, DC","Our community is operating as normal. Contactless virtual tours are also available. Please call or stop by for a tour! Welcome to a corner of DC, where life is brilliant.",49,2 Bedrooms,3271,1019,3,38.87628,-77.0147471,3011,1620,0.5243981925155604
Sonnet,"1441 U Street Northwest, Washington, DC",Our community is operating as normal. Contactless virtual tours are also available. Please call or stop by for a tour. Your home is the center of your life.,33,Studio,1869,435,1,38.91721210000001,-77.0335448,2132,3714,-0.39699440035137407
Sonnet,"1441 U Street Northwest, Washington, DC",Our community is operating as normal. Contactless virtual tours are also available. Please call or stop by for a tour. Your home is the center of your life.,33,1 Bedroom,1901,582,2,38.91721210000001,-77.0335448,2132,3714,-0.37596404159834845
Sonnet,"1441 U Street Northwest, Washington, DC",Our community is operating as normal. Contactless virtual tours are also available. Please call or stop by for a tour. Your home is the center of your life.,33,2 Bedrooms,3112,950,3,38.91721210000001,-77.0335448,2132,3714,0.41990359746146444
7th Flats,"1825 7th St NW, Washington, DC","Freshly built apartments in the heart of the Shaw neighborhood. Upscale, sleek modern design with stainless steel appliances, hardwood floors and granite counters. Walk-in closets and extra storage available to maximize your space.",8,Studio,1959,588,1,38.9149324,-77.02160359999998,2224,2985,-0.3378465163584895
7th Flats,"1825 7th St NW, Washington, DC","Freshly built apartments in the heart of the Shaw neighborhood. Upscale, sleek modern design with stainless steel appliances, hardwood floors and granite counters. Walk-in closets and extra storage available to maximize your space.",8,1 Bedroom,1941,855,2,38.9149324,-77.02160359999998,2224,2985,-0.34967609315706644
7th Flats,"1825 7th St NW, Washington, DC","Freshly built apartments in the heart of the Shaw neighborhood. Upscale, sleek modern design with stainless steel appliances, hardwood floors and granite counters. Walk-in closets and extra storage available to maximize your space.",8,2 Bedrooms,3280,1054,3,38.9149324,-77.02160359999998,2224,2985,0.5303129809148489
Anthology,"625 H St NE, Washington, DC","Original art installations and industrial design throughout the building. Luxury apartments offer floor-to-ceiling windows, granite counters and stainless steel appliances. Steps from Whole Foods Market and four blocks from Union Station.",24,Studio,1556,475,1,38.899752,-76.997337,3310,1451,-0.6026975969044058
Anthology,"625 H St NE, Washington, DC","Original art installations and industrial design throughout the building. Luxury apartments offer floor-to-ceiling windows, granite counters and stainless steel appliances. Steps from Whole Foods Market and four blocks from Union Station.",24,1 Bedroom,1638,685,2,38.899752,-76.997337,3310,1451,-0.5488073025997776
Anthology,"625 H St NE, Washington, DC","Original art installations and industrial design throughout the building. Luxury apartments offer floor-to-ceiling windows, granite counters and stainless steel appliances. Steps from Whole Foods Market and four blocks from Union Station.",24,2 Bedrooms,2990,948,3,38.899752,-76.997337,3310,1451,0.33972535471555426
Parc Riverside,"1011 1st St SE, Washington, DC",High-rise with high style. Amazing rooftop deck with pool and panoramic views. Easy access to major freeways and upscale amenities that include a bocce court and yoga. Green community features and elegant interiors.,224,Studio,1695,542,1,38.8781716,-77.006202,3362,1333,-0.5113469760709508
Parc Riverside,"1011 1st St SE, Washington, DC",High-rise with high style. Amazing rooftop deck with pool and panoramic views. Easy access to major freeways and upscale amenities that include a bocce court and yoga. Green community features and elegant interiors.,224,1 Bedroom,1770,748,2,38.8781716,-77.006202,3362,1333,-0.462057072743547
Parc Riverside,"1011 1st St SE, Washington, DC",High-rise with high style. Amazing rooftop deck with pool and panoramic views. Easy access to major freeways and upscale amenities that include a bocce court and yoga. Green community features and elegant interiors.,224,2 Bedrooms,3111,1204,3,38.8781716,-77.006202,3362,1333,0.41924639875043235
Jefferson Marketplace,"1550 7th St NW, Washington, DC","Close to Shaw-Howard University and Mount Vernon Square metro stations. Stylish 1- and 2-bedroom apartments featuring modern kitchens with white granite countertops and energy-efficient appliances. Luxury amenities include a rooftop pool, fitness center and outdoor mezzanine.",14,Studio,1858,579,1,38.9105063,-77.02222119999998,1795,2562,-0.4042235861727266
Jefferson Marketplace,"1550 7th St NW, Washington, DC","Close to Shaw-Howard University and Mount Vernon Square metro stations. Stylish 1- and 2-bedroom apartments featuring modern kitchens with white granite countertops and energy-efficient appliances. Luxury amenities include a rooftop pool, fitness center and outdoor mezzanine.",14,1 Bedroom,2286,745,2,38.9105063,-77.02222119999998,1795,2562,-0.1229425378510091
Jefferson Marketplace,"1550 7th St NW, Washington, DC","Close to Shaw-Howard University and Mount Vernon Square metro stations. Stylish 1- and 2-bedroom apartments featuring modern kitchens with white granite countertops and energy-efficient appliances. Luxury amenities include a rooftop pool, fitness center and outdoor mezzanine.",14,2 Bedrooms,3540,1003,3,38.9105063,-77.02222119999998,1795,2562,0.701184645783182
